LaneID,public_name,GPSC,In_Silico_St,CC,Aroe,Xpt,Ddl,Gdh,Gki,Recp,Spi,goeBURST,cgMLST,HierCC,LIN_barcode,LIN_Lineage,GPSC__colour,CC__Colour,HC__Colour
22276_1#149,GPS_GM_3312,112,11661,11661,118,4,6,8,4,12,13,786,15447,3330,0_286_0_0_20_0_0_4_0_0_0,0_286_0,#e282be,#2adcd6,#d67e00
22276_1#150,GPS_GM_3313,94,2174,2174,7,142,14,16,8,8,6,65,15449,7,0_61_3_4_22_0_0_0_1_0_0,0_61_3,#ed4585,#4297ff,#d94d0b
22276_1#151,GPS_GM_3314,193,1526,156,7,1,8,13,8,6,25,0,15450,8,0_11_6_0_1_2_0_0_0_0_0,0_11_6,#9463dd,#9030b7,#8435bb
22276_1#152,GPS_GM_3315,80,917,473,7,20,5,5,4,4,15,14,15451,3194,0_21_11_0_23_0_0_0_0_0_0,0_21_11,#4a9d30,#73c024,#00b1f1
22276_1#153,GPS_GM_3316,23,8052,8052,7,1,17,20,1,2,6,749,15452,12,0_130_1_38_3_0_0_0_0_0_0,0_130_1,#df7ddc,#0056b7,#69df5d
22276_1#155,GPS_GM_3317,7,15623,439,1,4,6,2,9,1,6,12,15454,92,0_57_0_31_0_0_0_0_0_0_0,0_57_0,#db75f1,#63c83b,#61ab00
22276_1#156,GPS_GM_3318,38,310,393,1,49,6,43,41,18,13,52,15455,113,0_195_0_6_5_0_0_0_1_0_0,0_195_0,#2c7040,#0672fb,#3da204
22276_1#157,GPS_GM_3319,61,10625,10625,1,1,31,16,54,10,7,144,15456,390,0_1_0_8_3_0_0_0_0_0_0,0_1_0,#64dd58,#f4b609,#e9b500
22276_1#159,GPS_GM_3321,57,533,444,1,1,18,5,29,1,46,35,15457,1391,0_76_0_21_0_0_0_0_0_0_0,0_76_0,#ab5445,#59bc2c,#02d170
22276_1#160,GPS_GM_3322,34,12382,12382,7,88,74,5,54,38,27,806,15459,874,0_64_0_21_0_0_0_0_0_0_0,0_64_0,#3fc6d1,#dac74f,#fc5ad4
22276_1#161,GPS_GM_3323,10,3974,230,12,112,14,19,2,17,6,4,15460,77,0_15_1_14_2_0_0_0_0_0_0,0_15_1,#dbb532,#523bbb,#a8d539
22276_1#162,GPS_GM_3324,10,230,230,12,22,14,19,2,17,6,4,15461,77,0_15_1_14_1_0_0_0_0_0_0,0_15_1,#dbb532,#523bbb,#a8d539
22276_1#163,GPS_GM_3325,193,1526,156,7,1,8,13,8,6,25,0,15462,8,0_11_6_0_1_2_0_0_1_0_0,0_11_6,#9463dd,#9030b7,#8435bb
22276_1#164,GPS_GM_3326,40,910,910,5,17,19,5,6,5,9,82,15463,355,0_44_0_2_1_3_0_0_0_1_0,0_44_0,#5f955c,#f27a10,#91b400
22276_1#165,GPS_GM_3327,7,15623,439,1,4,6,2,9,1,6,12,15464,92,0_57_0_31_0_0_0_0_0_1_0,0_57_0,#db75f1,#63c83b,#61ab00
22276_1#166,GPS_GM_3328,40,910,910,5,17,19,5,6,5,9,82,15465,355,0_44_0_2_1_0_7_0_0_0_0,0_44_0,#5f955c,#f27a10,#91b400
22276_1#167,GPS_GM_3329,40,910,910,5,17,19,5,6,5,9,82,15466,355,0_44_0_2_1_3_0_0_0_2_0,0_44_0,#5f955c,#f27a10,#91b400
22276_1#168,GPS_GM_3330,112,11661,11661,118,4,6,8,4,12,13,786,15467,3330,0_286_0_0_20_0_1_0_0_0_0,0_286_0,#e282be,#2adcd6,#d67e00
22276_1#169,GPS_GM_3331,22,5902,5902,8,1,6,5,36,3,6,5,15468,885,0_20_1_10_0_0_5_0_0_0_0,0_20_1,#517820,#c12cb1,#fcb013
22276_1#170,GPS_GM_3332,23,15621,10911,5,1,14,6,1,16,10,359,15470,12,0_130_1_52_0_0_0_0_0_2_0,0_130_1,#df7ddc,#9f9300,#69df5d
22276_1#171,GPS_GM_3333,72,3329,3329,7,20,18,13,4,8,6,182,15471,718,0_65_0_2_10_2_1_0_0_0_0,0_65_0,#019fbc,#ff8a22,#45c1ff
22276_1#172,GPS_GM_3334,193,1526,156,7,1,8,13,8,6,25,0,15472,8,0_11_6_0_1_2_0_0_0_0_0,0_11_6,#9463dd,#9030b7,#8435bb
22276_1#173,GPS_GM_3335,78,12291,12291,5,1,9,5,4,10,27,783,15473,3765,0_386_0_1_2_0_0_0_0_0_0,0_386_0,#8bbe38,#01c5ac,#cd6600
22276_1#174,GPS_GM_3336,112,11661,11661,118,4,6,8,4,12,13,786,15474,3330,0_286_0_0_20_0_1_0_0_1_0,0_286_0,#e282be,#2adcd6,#d67e00
22276_1#175,GPS_GM_3337,7,15623,439,1,4,6,2,9,1,6,12,15475,92,0_57_0_31_0_0_0_0_0_0_0,0_57_0,#db75f1,#63c83b,#61ab00
22276_1#176,GPS_GM_3338,7,15623,439,1,4,6,2,9,1,6,12,15476,92,0_57_0_31_0_1_0_0_0_0_0,0_57_0,#db75f1,#63c83b,#61ab00
22276_1#177,GPS_GM_3339,53,847,156,7,112,14,11,4,1,6,0,15477,589,0_171_0_0_7_0_1_0_0_0_0,0_171_0,#dc9a6c,#9030b7,#3d43b9
22276_1#178,GPS_GM_3340,26,989,989,12,112,14,5,89,8,6,17,15478,15,0_310_0_0_26_0_1_0_3_0_0,0_310_0,#b4ba5c,#6437bb,#37e276
22276_1#179,GPS_GM_3341,112,11661,11661,118,4,6,8,4,12,13,786,15479,3330,0_286_0_0_21_0_0_0_0_0_0,0_286_0,#e282be,#2adcd6,#d67e00
22276_1#180,GPS_GM_3342,22,5902,5902,8,1,6,5,36,3,6,5,15480,885,0_20_1_10_6_0_0_0_1_0_0,0_20_1,#517820,#c12cb1,#fcb013
22276_1#181,GPS_GM_3343,80,15628,473,5,20,5,5,4,4,15,14,15481,3194,0_21_11_0_7_0_0_0_0_0_0,0_21_11,#4a9d30,#73c024,#00b1f1
22276_1#182,GPS_GM_3344,26,989,989,12,112,14,5,89,8,6,17,15482,15,0_310_0_0_26_0_1_0_2_0_0,0_310_0,#b4ba5c,#6437bb,#37e276
22276_1#183,GPS_GM_3345,51,458,458,2,21,17,32,9,47,6,93,15483,749,0_17_3_0_48_0_0_0_0_0_0,0_17_3,#65682a,#ffae16,#7f2a9a
22276_1#184,GPS_GM_3346,1,925,320,15,20,19,16,19,15,6,2,15484,6,0_58_0_18_10_0_0_0_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
22276_1#185,GPS_GM_3347,7,15623,439,1,4,6,2,9,1,6,12,15485,92,0_57_0_31_0_0_0_0_1_0_0,0_57_0,#db75f1,#63c83b,#61ab00
22276_1#186,GPS_GM_3348,81,344,344,8,12,53,37,9,29,2,25,15486,481,NA,None,#c942b0,#228600,#285e16
22276_1#187,GPS_GM_3349,58,5734,5734,16,358,28,38,4,16,7,355,15487,3234,0_354_0_2_0_3_0_0_0_0_0,0_354_0,#e28180,#384aaa,#47d8e9
22276_1#188,GPS_GM_3350,94,2174,2174,7,142,14,16,8,8,6,65,15488,7,0_61_3_4_17_0_0_0_0_0_0,0_61_3,#ed4585,#4297ff,#d94d0b
22276_1#189,GPS_GM_3351,22,12286,5902,8,1,6,5,36,3,473,5,15489,885,0_20_1_10_0_5_0_0_0_0_0,0_20_1,#517820,#c12cb1,#fcb013
22276_1#190,GPS_GM_3352,10,230,230,12,22,14,19,2,17,6,4,15491,77,0_15_1_14_1_0_0_1_0_0_0,0_15_1,#dbb532,#523bbb,#a8d539
22276_3#1,GPS_GM_3353,195,11676,11676,1,4,14,5,4,310,43,254,15573,8500,0_288_0_0_3_0_0_0_0_0_0,0_288_0,#576cdd,#00d5c2,#00b4d1
22276_3#2,GPS_GM_3354,26,989,989,12,112,14,5,89,8,6,17,15583,15,0_310_0_0_26_0_1_0_3_1_0,0_310_0,#b4ba5c,#6437bb,#37e276
22276_3#3,GPS_GM_3355,23,15621,10911,5,1,14,6,1,16,10,359,15592,12,0_130_1_52_0_0_0_0_0_0_0,0_130_1,#df7ddc,#9f9300,#69df5d
22276_3#5,GPS_GM_3356,67,1381,1381,10,1,145,11,4,16,15,66,15579,1478,0_2_7_4_0_1_0_1_0_0_0,0_2_7,#ff8df6,#bc7aff,#85da74
22276_3#6,GPS_GM_3357,58,5516,5516,2,4,31,8,4,18,15,118,15598,3234,0_354_0_0_13_0_0_0_0_3_0,0_354_0,#e28180,#feba3b,#47d8e9
22276_3#7,GPS_GM_3358,240,5505,5505,1,4,197,5,9,16,6,757,15599,983,0_224_0_2_3_0_0_0_0_1_0,0_224_0,#cea665,#e06f00,#cb8f00
22276_3#8,GPS_GM_3359,275,15799,5823,1,26,11,681,2,1,15,96,15600,3879,0_229_0_1_4_0_0_0_0_0_0,0_229_0,#7e862b,#d4ca3c,#02d1ed
22276_3#9,GPS_GM_3360,62,913,914,6,19,9,57,83,28,7,94,15601,24,0_261_0_14_0_0_0_0_0_1_0,0_261_0,#8e1ca7,#c5ce32,#ff66d6
22276_3#11,GPS_GM_3361,34,3583,1778,2,88,6,20,4,38,27,40,15575,874,0_64_0_2_23_0_0_0_0_1_0,0_64_0,#3fc6d1,#e37f00,#fc5ad4
22276_3#12,GPS_GM_3362,275,15799,5823,1,26,11,681,2,1,15,96,15576,3879,0_229_0_1_4_0_0_0_0_1_0,0_229_0,#7e862b,#d4ca3c,#02d1ed
22276_3#13,GPS_GM_3363,84,10589,10969,2,1,14,5,4,10,17,67,15577,4,0_55_1_2_2_0_0_0_1_0_0,0_55_1,#b5b53a,#9e3fc5,#ff7bf9
22276_3#14,GPS_GM_3364,30,5521,3735,2,27,309,8,62,16,6,19,15578,830,0_254_0_9_5_0_0_13_0_0_0,0_254_0,#996aba,#476bf5,#009d2d
22276_3#15,GPS_GM_3365,67,1381,1381,10,1,145,11,4,16,15,66,15579,1478,0_2_7_4_0_1_0_1_0_0_0,0_2_7,#ff8df6,#bc7aff,#85da74
22276_3#16,GPS_GM_3366,88,3317,1735,6,1,5,5,2,6,36,81,15580,396,0_33_1_0_5_1_0_0_0_0_0,0_33_1,#4f79db,#0079db,#0277ce
22276_3#18,GPS_GM_3367,275,15799,5823,1,26,11,681,2,1,15,96,15576,3879,0_229_0_1_4_0_0_0_0_1_0,0_229_0,#7e862b,#d4ca3c,#02d1ed
22276_3#19,GPS_GM_3368,34,3583,1778,2,88,6,20,4,38,27,40,15582,874,0_64_0_2_23_0_0_0_0_0_0,0_64_0,#3fc6d1,#e37f00,#fc5ad4
22276_3#20,GPS_GM_3369,58,5516,5516,2,4,31,8,4,18,15,118,15584,3234,0_354_0_0_13_0_0_0_0_2_0,0_354_0,#e28180,#feba3b,#47d8e9
22276_3#21,GPS_GM_3370,67,1381,1381,10,1,145,11,4,16,15,66,15579,1478,0_2_7_4_0_1_0_1_0_0_0,0_2_7,#ff8df6,#bc7aff,#85da74
22276_3#22,GPS_GM_3371,103,3407,3407,23,4,74,189,4,12,43,95,15585,3398,0_287_0_1_11_1_0_0_0_1_0,0_287_0,#24938a,#e5c445,#b02800
22276_3#23,GPS_GM_3372,58,5734,5734,16,358,28,38,4,16,7,355,15586,3234,0_354_0_2_2_1_2_0_0_0_0,0_354_0,#e28180,#384aaa,#47d8e9
22276_3#24,GPS_GM_3373,103,3407,3407,23,4,74,189,4,12,43,95,15587,3398,0_287_0_1_11_1_0_0_0_0_0,0_287_0,#24938a,#e5c445,#b02800
22276_3#25,GPS_GM_3374,34,4832,1778,2,88,6,5,54,8,27,40,15588,874,0_64_0_2_25_0_0_0_0_0_0,0_64_0,#3fc6d1,#e37f00,#fc5ad4
22276_3#26,GPS_GM_3375,78,5706,5706,10,1,9,5,4,10,11,249,15589,3765,0_386_0_0_2_4_0_0_0_0_0,0_386_0,#8bbe38,#00a5fb,#cd6600
22276_3#27,GPS_GM_3376,22,5902,5902,8,1,6,5,36,3,6,5,15590,885,0_20_1_10_7_0_0_0_0_0_0,0_20_1,#517820,#c12cb1,#fcb013
22276_3#28,GPS_GM_3377,67,1381,1381,10,1,145,11,4,16,15,66,15579,1478,0_2_7_4_0_1_0_1_0_0_0,0_2_7,#ff8df6,#bc7aff,#85da74
22276_3#29,GPS_GM_3378,275,15799,5823,1,26,11,681,2,1,15,96,15591,3879,0_229_0_1_4_0_0_0_0_1_0,0_229_0,#7e862b,#d4ca3c,#02d1ed
22276_3#30,GPS_GM_3379,72,3329,3329,7,20,18,13,4,8,6,182,15593,718,0_65_0_2_9_0_1_0_0_0_0,0_65_0,#019fbc,#ff8a22,#45c1ff
22276_3#31,GPS_GM_3380,312,15631,15631,5,16,19,5,1,1,9,827,15594,15960,0_46_0_2_0_0_0_0_0_0_0,0_46_0,#58c57c,#9c91ff,#8187ff
22276_3#32,GPS_GM_3381,240,5505,5505,1,4,197,5,9,16,6,757,15595,983,0_224_0_2_3_0_0_0_0_0_0,0_224_0,#cea665,#e06f00,#cb8f00
22276_3#33,GPS_GM_3382,112,11661,11661,118,4,6,8,4,12,13,786,15574,3330,0_286_0_0_20_0_0_3_0_0_0,0_286_0,#e282be,#2adcd6,#d67e00
22276_3#35,GPS_GM_3384,53,847,156,7,112,14,11,4,1,6,0,15596,589,NA,None,#dc9a6c,#9030b7,#3d43b9
18090_2#23,GPS_HK_01,12,180,180,7,1,22,15,2,10,6,44,12133,117,0_232_1_3_27_0_0_0_0_0_0,0_232_1,#8cc14b,#8ac621,#9bbe00
18090_2#24,GPS_HK_02,12,180,180,7,1,22,15,2,10,6,44,12134,117,0_232_1_6_3_4_0_0_0_0_0,0_232_1,#8cc14b,#8ac621,#9bbe00
18090_2#25,GPS_HK_03,12,6012,4655,7,1,22,15,40,1,6,117,12135,9522,0_232_0_2_0_0_3_0_0_0_0,0_232_0,#8cc14b,#70dd7d,#6a8dff
18090_2#26,GPS_HK_04,12,180,180,7,1,22,15,2,10,6,44,12136,117,0_232_1_3_26_0_0_0_0_0_0,0_232_1,#8cc14b,#8ac621,#9bbe00
18090_2#27,GPS_HK_05,12,180,180,7,1,22,15,2,10,6,44,12137,117,0_232_1_3_8_0_2_2_0_0_0,0_232_1,#8cc14b,#8ac621,#9bbe00
18090_2#28,GPS_HK_06,12,180,180,7,1,22,15,2,10,6,44,12138,117,0_232_1_3_25_0_0_0_0_0_0,0_232_1,#8cc14b,#8ac621,#9bbe00
18090_2#29,GPS_HK_07,12,180,180,7,1,22,15,2,10,6,44,12139,117,0_232_1_3_8_0_0_0_0_0_0,0_232_1,#8cc14b,#8ac621,#9bbe00
18090_2#30,GPS_HK_08,12,4655,4655,7,1,22,8,40,1,6,117,12141,9522,0_232_0_0_1_0_0_0_0_0_0,0_232_0,#8cc14b,#70dd7d,#6a8dff
18090_2#31,GPS_HK_09,12,180,180,7,1,22,15,2,10,6,44,12142,117,0_232_1_6_3_2_0_1_0_0_0,0_232_1,#8cc14b,#8ac621,#9bbe00
18090_2#32,GPS_HK_10,12,180,180,7,1,22,15,2,10,6,44,12143,117,0_232_1_6_3_2_2_0_0_0_0,0_232_1,#8cc14b,#8ac621,#9bbe00
18090_2#97,GPS_HK_100,383,3398,13893,93,240,291,31,4,1,6,257,12214,12520,0_340_0_1_0_0_0_0_0_0_0,0_340_0,#b3396b,#c98f00,#df98ff
18090_2#98,GPS_HK_101,230,2754,2754,2,19,18,8,70,16,6,62,12215,9312,0_111_4_0_0_0_0_0_0_0_0,0_111_4,#536c31,#777bff,#b69f00
18090_2#99,GPS_HK_102,230,2754,2754,2,19,18,8,70,16,6,62,12216,9312,0_111_4_0_5_0_0_0_0_0_0,0_111_4,#536c31,#777bff,#b69f00
18090_2#100,GPS_HK_103,533,12171,12171,7,695,45,2,1,1,515,828,12031,39,0_83_0_16_0_0_0_0_0_0_0,0_83_0,#cea339,#0264bd,#249400
18090_2#101,GPS_HK_104,212,5972,5972,10,365,31,13,4,16,6,242,12032,9528,0_8_0_0_0_0_0_0_0_0_0,0_8_0,#bf276c,#51dda5,#8b9500
18090_2#102,GPS_HK_105,43,3214,3214,10,14,6,17,4,38,6,68,12033,389,0_109_0_21_0_0_0_0_0_0_0,0_109_0,#31957f,#00b466,#a7d55c
18090_2#103,GPS_HK_106,186,12374,8150,10,28,14,12,2,247,6,64,12034,12340,0_103_4_0_0_0_0_0_0_0_0,0_103_4,#be6a67,#8089ff,#db5e00
18090_2#104,GPS_HK_107,177,12375,2991,185,1,8,5,87,1,6,189,12035,986,0_116_0_2_6_0_0_0_0_0_0,0_116_0,#23623a,#bb0089,#ca3209
18090_2#105,GPS_HK_108,82,982,982,8,119,6,13,9,60,78,255,12036,12342,0_215_0_2_0_1_0_0_0_0_0,0_215_0,#6ac27c,#ff8d2e,#406e00
18090_2#106,GPS_HK_109,64,460,97,5,1,27,7,4,10,10,29,12037,254,0_154_1_1_2_20_0_1_0_0_0,0_154_1,#2b6bf4,#305ce3,#e259db
18090_2#33,GPS_HK_11,12,180,180,7,1,22,15,2,10,6,44,12144,117,0_232_1_3_8_0_2_0_0_0_0,0_232_1,#8cc14b,#8ac621,#9bbe00
18090_2#107,GPS_HK_110,64,460,97,5,1,27,7,4,10,10,29,12038,254,0_154_1_1_2_20_0_0_0_0_0,0_154_1,#2b6bf4,#305ce3,#e259db
18090_2#108,GPS_HK_111,165,3751,3751,93,20,70,60,7,113,17,190,12039,11502,0_241_0_2_0_0_0_0_0_0_0,0_241_0,#56b2e0,#ff7ded,#fcbb40
18090_2#109,GPS_HK_112,82,4384,982,8,119,6,13,9,60,72,255,12040,12342,0_215_0_2_1_0_0_0_0_0_0,0_215_0,#6ac27c,#ff8d2e,#406e00
18090_2#110,GPS_HK_113,82,4384,982,8,119,6,13,9,60,72,255,12042,12342,0_215_0_2_2_0_0_0_0_0_0,0_215_0,#6ac27c,#ff8d2e,#406e00
18090_2#111,GPS_HK_114,64,65,97,2,1,27,7,4,10,10,29,12043,254,0_154_1_1_12_15_0_0_0_0_0,0_154_1,#2b6bf4,#305ce3,#e259db
18090_2#112,GPS_HK_115,76,76,76,2,19,42,13,9,15,6,829,12044,290,0_131_0_3_12_0_0_0_0_0_0,0_131_0,#4bc75c,#017dd6,#ae45cb
18090_2#113,GPS_HK_116,63,6768,4377,137,303,14,228,95,16,6,364,12045,12351,0_361_0_1_1_0_0_0_0_0_0,0_361_0,#bcd139,#ff752a,#cf99ff
18090_2#114,GPS_HK_117,82,982,982,8,119,6,13,9,60,78,255,12046,12342,0_215_0_2_0_0_0_0_0_0_0,0_215_0,#6ac27c,#ff8d2e,#406e00
18090_2#115,GPS_HK_118,82,982,982,8,119,6,13,9,60,78,255,12047,12342,0_215_0_2_0_0_0_0_1_0_0,0_215_0,#6ac27c,#ff8d2e,#406e00
18090_2#116,GPS_HK_119,63,6767,6767,137,303,14,8,4,16,6,830,12048,12351,0_361_0_0_4_0_0_0_0_0_0,0_361_0,#bcd139,#01a4f2,#cf99ff
18090_2#34,GPS_HK_12,12,180,180,7,1,22,15,2,10,6,44,12145,117,0_232_1_3_32_0_0_0_0_0_0,0_232_1,#8cc14b,#8ac621,#9bbe00
18090_2#117,GPS_HK_120,534,6764,6764,7,6,6,13,8,1,17,831,12049,62,0_11_10_0_0_0_0_0_0_0_0,0_11_10,#7775d0,#d95900,#50a100
18090_2#118,GPS_HK_121,23,90,185,5,3,4,6,1,2,6,3,12050,12,0_130_1_42_137_0_0_0_1_0_0,0_130_1,#df7ddc,#41a100,#69df5d
18090_2#119,GPS_HK_122,23,90,185,5,3,4,6,1,2,6,3,12051,12,0_130_1_42_137_0_0_0_0_0_0,0_130_1,#df7ddc,#41a100,#69df5d
18090_2#120,GPS_HK_123,76,76,76,2,19,42,13,9,15,6,829,12053,290,0_131_0_3_12_0_3_0_0_0_0,0_131_0,#4bc75c,#017dd6,#ae45cb
18090_2#121,GPS_HK_124,76,11693,74,2,19,1,13,9,1,6,16,12054,290,0_131_0_3_2_0_0_0_1_0_0,0_131_0,#4bc75c,#cccd1a,#ae45cb
18090_2#122,GPS_HK_125,23,90,185,5,3,4,6,1,2,6,3,12055,12,0_130_1_42_90_0_2_2_0_0_0,0_130_1,#df7ddc,#41a100,#69df5d
18090_2#123,GPS_HK_126,24,12172,12172,7,6,14,523,8,350,10,832,12056,62,0_11_8_10_0_0_0_0_0_0_0,0_11_8,#7e9637,#3da9ff,#50a100
18090_2#124,GPS_HK_127,23,95,185,5,3,4,6,33,2,6,3,12057,12,0_130_1_42_107_0_0_0_0_0_0,0_130_1,#df7ddc,#41a100,#69df5d
18090_2#125,GPS_HK_128,23,95,185,5,3,4,6,33,2,6,3,12058,12,0_130_1_42_91_0_0_0_0_0_0,0_130_1,#df7ddc,#41a100,#69df5d
18090_2#126,GPS_HK_129,23,90,185,5,3,4,6,1,2,6,3,12059,12,0_130_1_42_90_0_5_1_0_0_0,0_130_1,#df7ddc,#41a100,#69df5d
18090_2#35,GPS_HK_13,12,180,180,7,1,22,15,2,10,6,44,12146,117,0_232_1_6_3_2_1_0_0_0_0,0_232_1,#8cc14b,#8ac621,#9bbe00
18090_2#128,GPS_HK_131,23,90,185,5,3,4,6,1,2,6,3,12061,12,0_130_1_42_90_0_9_0_0_0_0,0_130_1,#df7ddc,#41a100,#69df5d
18090_2#129,GPS_HK_132,23,90,185,5,3,4,6,1,2,6,3,12062,12,0_130_1_42_90_0_5_0_0_0_0,0_130_1,#df7ddc,#41a100,#69df5d
18090_2#130,GPS_HK_133,23,90,185,5,3,4,6,1,2,6,3,12064,12,0_130_1_42_90_0_12_0_0_0_0,0_130_1,#df7ddc,#41a100,#69df5d
18090_2#131,GPS_HK_134,23,90,185,5,3,4,6,1,2,6,3,12065,12,0_130_1_42_90_0_3_0_0_0_0,0_130_1,#df7ddc,#41a100,#69df5d
18090_2#132,GPS_HK_135,76,11693,74,2,19,1,13,9,1,6,16,12066,290,0_131_0_3_2_0_0_0_0_0_0,0_131_0,#4bc75c,#cccd1a,#ae45cb
18090_2#133,GPS_HK_136,23,90,185,5,3,4,6,1,2,6,3,12067,12,0_130_1_42_90_0_10_0_0_0_0,0_130_1,#df7ddc,#41a100,#69df5d
18090_2#134,GPS_HK_137,23,95,185,5,3,4,6,33,2,6,3,12068,12,0_130_1_42_91_1_0_0_0_0_0,0_130_1,#df7ddc,#41a100,#69df5d
18090_2#135,GPS_HK_138,76,490,74,2,19,14,13,9,1,6,16,12069,290,0_131_0_3_1_0_0_0_0_0_0,0_131_0,#4bc75c,#cccd1a,#ae45cb
18090_2#136,GPS_HK_139,66,6770,6770,8,14,337,8,41,16,13,833,12070,12376,NA,None,#52da5c,#eb5f1a,#517400
18090_2#36,GPS_HK_14,134,901,901,1,105,18,60,9,1,77,148,12147,9421,0_113_0_2_0_0_0_0_0_0_0,0_113_0,#9d43c0,#26b4ff,#ff91ec
18090_2#137,GPS_HK_140,23,90,185,5,3,4,6,1,2,6,3,12071,12,0_130_1_42_190_0_0_0_0_0_0,0_130_1,#df7ddc,#41a100,#69df5d
18090_2#138,GPS_HK_141,244,2912,2912,2,1,9,8,9,38,17,245,12072,5150,0_334_0_1_0_0_0_0_0_0_0,0_334_0,#db3963,#dc87ff,#b8006d
18090_2#139,GPS_HK_142,76,76,76,2,19,42,13,9,15,6,829,12073,290,0_131_0_3_13_0_0_0_0_0_0,0_131_0,#4bc75c,#017dd6,#ae45cb
18090_2#140,GPS_HK_143,82,12378,982,5,119,6,13,9,60,78,255,12075,12342,0_215_0_1_0_0_0_0_0_0_0,0_215_0,#6ac27c,#ff8d2e,#406e00
18090_2#141,GPS_HK_144,76,76,76,2,19,42,13,9,15,6,829,12076,290,0_131_0_3_13_0_0_0_0_0_0,0_131_0,#4bc75c,#017dd6,#ae45cb
18090_2#142,GPS_HK_145,382,4542,4542,7,6,14,13,1,6,6,361,12077,62,0_11_8_21_0_0_0_0_0_0_0,0_11_8,#3f7c31,#fb35a0,#50a100
18090_2#143,GPS_HK_146,76,76,76,2,19,42,13,9,15,6,829,12078,290,0_131_0_3_13_0_0_0_1_0_0,0_131_0,#4bc75c,#017dd6,#ae45cb
18090_2#144,GPS_HK_147,287,6769,6769,2,1,5,12,4,16,6,834,12079,12385,0_247_0_1_0_0_0_0_0_0_0,0_247_0,#b3b66f,#ca3407,#106016
18090_2#145,GPS_HK_148,248,2758,2758,10,220,8,5,1,1,9,362,12080,12386,0_23_10_1_1_0_0_0_0_0_0,0_23_10,#606bdf,#a99d00,#ff447a
18090_2#146,GPS_HK_149,248,7403,2758,10,220,8,8,1,1,9,362,12081,12386,0_23_10_0_0_0_0_0_0_0_0,0_23_10,#606bdf,#a99d00,#ff447a
18090_2#37,GPS_HK_15,323,574,574,2,31,14,1,1,1,6,381,12148,467,0_68_0_14_1_0_0_0_0_0_0,0_68_0,#dd512b,#71b916,#9a5ce5
18090_2#147,GPS_HK_150,43,1263,156,15,1,17,13,4,16,6,0,12082,389,0_109_0_19_1_0_0_0_0_0_0,0_109_0,#31957f,#9030b7,#a7d55c
18090_2#148,GPS_HK_151,18,9,15,1,1,8,5,4,5,5,9,12083,33,0_23_2_4_1_3_0_1_2_0_0,0_23_2,#4cc48c,#b265ef,#c26ef8
18090_2#149,GPS_HK_152,18,9,15,1,1,8,5,4,5,5,9,12084,33,0_23_2_4_1_3_0_1_0_0_0,0_23_2,#4cc48c,#b265ef,#c26ef8
18090_2#150,GPS_HK_153,1,3791,320,22,20,14,13,19,15,6,2,12086,6,0_58_0_13_2_0_0_0_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
18090_2#151,GPS_HK_154,3,496,496,42,39,18,35,29,36,9,541,12087,63,0_75_0_3_46_1_0_0_0_0_0,0_75_0,#8854d2,#46e172,#5b6df8
18090_2#152,GPS_HK_155,18,9,15,1,1,8,5,4,5,5,9,12088,33,0_23_2_4_1_3_1_0_0_0_0,0_23_2,#4cc48c,#b265ef,#c26ef8
18090_2#153,GPS_HK_157,23,90,185,5,3,4,6,1,2,6,3,12089,12,0_130_1_42_90_0_6_0_0_0_0,0_130_1,#df7ddc,#41a100,#69df5d
18090_2#154,GPS_HK_158,1,320,320,4,20,1,16,19,15,6,2,12090,6,0_58_0_12_122_0_9_0_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
18090_2#155,GPS_HK_159,23,90,185,5,3,4,6,1,2,6,3,12091,12,0_130_1_42_90_0_2_0_0_0_0,0_130_1,#df7ddc,#41a100,#69df5d
18090_2#38,GPS_HK_16,18,9,15,1,1,8,5,4,5,5,9,12149,33,0_23_2_4_6_2_0_0_0_0_0,0_23_2,#4cc48c,#b265ef,#c26ef8
18090_2#156,GPS_HK_160,12,180,180,7,1,22,15,2,10,6,44,12092,117,0_232_1_3_9_0_0_0_0_0_0,0_232_1,#8cc14b,#8ac621,#9bbe00
18090_2#157,GPS_HK_161,18,15,15,1,3,8,5,4,5,5,9,12093,33,0_23_2_12_8_0_0_0_0_0_0,0_23_2,#4cc48c,#b265ef,#c26ef8
18090_2#158,GPS_HK_162,18,9,15,1,1,8,5,4,5,5,9,12094,33,0_23_2_4_1_3_5_0_0_0_0,0_23_2,#4cc48c,#b265ef,#c26ef8
18090_2#159,GPS_HK_163,43,280,156,15,1,17,17,4,16,6,0,12095,389,0_109_0_15_1_0_0_0_0_0_0,0_109_0,#31957f,#9030b7,#a7d55c
18090_2#160,GPS_HK_164,43,1263,156,15,1,17,13,4,16,6,0,12097,389,0_109_0_19_1_1_0_0_0_0_0,0_109_0,#31957f,#9030b7,#a7d55c
18090_2#161,GPS_HK_165,16,81,81,4,1,1,4,2,4,4,27,12098,5,0_15_0_21_21_0_14_0_0_0_0,0_15_0,#3d9945,#37d25a,#98c61a
18090_2#162,GPS_HK_166,288,46,46,1,1,14,12,4,16,31,363,12099,12405,0_408_0_0_0_0_0_0_0_0_0,0_408_0,#9d476e,#2acaff,#ff9ffb
